## 2012-May-25 13:52:21 

## disp-2d = 0 
## disp-3d = 0 
## disp-osg = 0 
## num-views = 1 
## render-all = 0 
## replay = 1 
## dump = 0 
## rand-seed = 1338416949 
## pause = 0 
## verbose = 5 
## map = 1 
## robot = 1 
## camera = 1 
## trigger = 0 
## gps = 0 
## simu = 0 
## export = 0 
## freq = 120 
## shutter = 0 
## heading = 0 
## data-path = /mnt/ssd/AR/rt-slam.data/captures/runDump 
## config-setup = /mnt/ssd/AR/rt-slam.data/captures/runDump/../setup.cfg 
## config-estimation = /mnt/ssd/AR/rt-slam.data/captures/runDump/../estimation.cfg 
## log = rtslam.log 
## model =  

## Robot 1 
# 1:time	
# 2:absx	3:absy	4:absz	
# 5:x	6:y	7:z	
# 8:qw	9:qx	10:qy	11:qz	
# 12:yaw	13:pitch	14:roll	
# 15:vx	16:vy	17:vz	
# 18:axb	19:ayb	20:azb	
# 21:vyawb	22:vpitchb	23:vrollb	
# 24:gx	25:gy	26:gz	
# 27:sig_x	28:sig_y	29:sig_z	
# 30:sig_qw	31:sig_qx	32:sig_qy	33:sig_qz	
# 34:sig_yaw	35:sig_pitch	36:sig_roll	
# 37:sig_vx	38:sig_vy	39:sig_vz	
# 40:sig_axb	41:sig_ayb	42:sig_azb	
# 43:sig_vyawb	44:sig_vpitchb	45:sig_vrollb	
# 46:sig_gx	47:sig_gy	48:sig_gz	
#time	absx	absy	absz	x	y	z	qw	qx	qy	qz	yaw	pitch	roll	vx	vy	vz	axb	ayb	azb	vyawb	vpitchb	vrollb	gx	gy	gz	sig_x	sig_y	sig_z	sig_qw	sig_qx	sig_qy	sig_qz	sig_yaw	sig_pitch	sig_roll	sig_vx	sig_vy	sig_vz	sig_axb	sig_ayb	sig_azb	sig_vyawb	sig_vpitchb	sig_vrollb	sig_gx	sig_gy	sig_gz	
1337971948.265651941	0	0	0	0	0	0	0.999628	-0.0262459	0.00745619	0.000195768	0	0.0149177	-0.0524993	0	0	0	0	0	0	0	0	0	-0	-0	-9.81	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.0523599	0.0523599	0.0523599	0.0981	0.0981	0.0981	
1337971948.275901079	3.1223e-05	-2.17286e-05	-7.55033e-05	3.1223e-05	-2.17286e-05	-7.55033e-05	0.999627	-0.0262612	0.0074507	0.000172379	-4.67038e-05	0.0149055	-0.0525302	0.00303576	-0.00213395	-0.00734019	-1.6231e-05	8.81631e-06	3.81353e-05	4.9315e-05	-7.96612e-05	0.00016109	6.03132e-07	-4.15945e-07	-9.81	0.00454505	0.00327026	0.0032066	2.12819e-05	0.00078488	0.000751536	0.000746351	0.00149284	0.00150307	0.00157039	0.44348	0.319099	0.312888	0.499999	0.499996	0.499996	0.051948	0.0519836	0.0522163	0.0981	0.0981	0.0981	
1337971948.286151886	7.01647e-05	2.61971e-05	-2.28425e-05	7.01647e-05	2.61971e-05	-2.28425e-05	0.999627	-0.0262785	0.00746835	0.000156977	-7.8685e-05	0.0149399	-0.0525651	0.00344884	0.00126695	-0.00105559	-1.45027e-05	-6.61637e-05	-0.000125179	1.89339e-05	5.95252e-05	0.000265973	6.28028e-07	2.79637e-06	-9.81	0.00718332	0.0045865	0.00440326	3.11124e-05	0.00113888	0.00113962	0.0011349	0.00227003	0.00227926	0.00227872	0.350491	0.223828	0.214888	0.499984	0.499964	0.499963	0.0518004	0.0518406	0.0518377	0.0980999	0.0980997	0.0980997	
1337971948.296277046	-0.000155547	2.38097e-05	-3.88001e-05	-0.000155547	2.38097e-05	-3.88001e-05	0.999627	-0.0262676	0.00747971	0.000131932	-0.000129198	0.0149613	-0.0525438	-0.00507895	0.000789943	-0.0013201	0.00040534	4.24842e-05	0.000100495	0.000150332	2.53181e-05	0.000302516	-1.56582e-05	-1.8357e-06	-9.81	0.00793038	0.00542119	0.00519452	3.84403e-05	0.00139623	0.00147216	0.00146837	0.002937	0.00294444	0.00279371	0.259134	0.177249	0.169846	0.499935	0.49986	0.499856	0.0517263	0.0517605	0.0510977	0.0980995	0.0980989	0.0980989	
1337971948.306526899	-0.00027712	8.06122e-05	4.59231e-05	-0.00027712	8.06122e-05	4.59231e-05	0.999626	-0.0262766	0.00751574	0.000111299	-0.000172481	0.0150323	-0.0525621	-0.00688137	0.0020328	0.00100763	0.0006798	-1.33962e-05	-0.00016908	0.000246933	3.29557e-05	0.00033737	-2.6069e-05	8.58113e-07	-9.80999	0.00784019	0.00619384	0.0059455	4.41848e-05	0.00158797	0.00178228	0.00177935	0.00355901	0.0035648	0.00317754	0.192167	0.151978	0.1459	0.499832	0.499631	0.499619	0.0516528	0.0516785	0.0499783	0.0980987	0.0980972	0.0980971	
1337971948.316776991	-0.000361293	5.81237e-05	0.000130026	-0.000361293	5.81237e-05	0.000130026	0.999626	-0.0262812	0.0075348	0.000123413	-0.000149331	0.015071	-0.0525711	-0.00717478	0.00116632	0.0024701	0.000882541	0.000422141	-0.000434927	0.000363266	-1.94913e-05	0.000260646	-3.37082e-05	-1.53462e-05	-9.80998	0.00740638	0.0069466	0.00667788	4.83958e-05	0.00171593	0.00207246	0.00207106	0.00414265	0.00414529	0.00343396	0.145498	0.136615	0.131354	0.499617	0.499199	0.499168	0.0515422	0.0515519	0.0485123	0.0980971	0.098094	0.0980937	
1337971948.326901913	-0.000230234	5.47985e-05	0.000220742	-0.000230234	5.47985e-05	0.000220742	0.999626	-0.0262727	0.00755664	0.000117887	-0.0001614	0.0151144	-0.0525542	-0.00379016	0.000977325	0.00360199	0.000373503	0.000999505	-0.000840823	0.000585358	-0.000159725	-0.000149369	-1.38665e-05	-3.67223e-05	-9.80997	0.00685553	0.0076733	0.00736815	5.11492e-05	0.00178378	0.0023415	0.0023404	0.00468168	0.0046835	0.00357038	0.11296	0.12639	0.121391	0.499192	0.498505	0.498418	0.0513521	0.0513566	0.0467939	0.0980939	0.0980887	0.0980881	
1337971948.337152004	-0.000201702	0.000139503	0.000281875	-0.000201702	0.000139503	0.000281875	0.999626	-0.026291	0.00757323	9.74559e-05	-0.0002034	0.0151465	-0.0525911	-0.00271335	0.00193592	0.00400964	-4.96141e-05	0.000448014	-0.000995658	0.000652658	-0.000221053	-0.000249004	2.4948e-06	-1.52115e-05	-9.80996	0.00623531	0.00836448	0.00801505	5.2521e-05	0.00179981	0.00258944	0.00258567	0.00517278	0.00517922	0.00360315	0.0887681	0.118543	0.113621	0.498282	0.497449	0.497252	0.0509863	0.0510136	0.0448831	0.098087	0.0980807	0.0980794	
1337971948.347278118	-0.000164945	0.000231163	0.000265305	-0.000164945	0.000231163	0.000265305	0.999625	-0.0263045	0.00756698	7.38454e-05	-0.000250484	0.0151327	-0.0526185	-0.00193104	0.00288656	0.00328712	-0.00060565	-0.000659345	0.000205452	0.000510933	-0.000337736	-0.00036193	2.31741e-05	2.49244e-05	-9.81001	0.00564721	0.00896973	0.00858005	5.30037e-05	0.00178563	0.0028034	0.00279527	0.00559276	0.00560667	0.00357539	0.071413	0.111953	0.107126	0.496727	0.496001	0.495658	0.0504108	0.0504763	0.0430148	0.0980753	0.0980698	0.0980675	
1337971948.357527971	-0.000146703	0.000291734	0.000282476	-0.000146703	0.000291734	0.000282476	0.999626	-0.0262939	0.00756974	6.46596e-05	-0.000268836	0.0151378	-0.0525975	-0.00140148	0.00341202	0.00303694	-0.0014179	-0.00113599	0.000215852	0.000505961	-0.000286253	-0.000881966	5.44203e-05	4.3221e-05	-9.81001	0.00514054	0.00948144	0.00905871	5.31561e-05	0.00176176	0.00298481	0.00297161	0.00594651	0.0059686	0.00352811	0.0590567	0.105839	0.101172	0.494325	0.494061	0.493536	0.0496081	0.0497176	0.0412744	0.0980574	0.0980551	0.0980518	
1337971948.367778063	-9.13345e-05	0.000259565	0.00034409	-9.13345e-05	0.000259565	0.00034409	0.999625	-0.0262897	0.00759774	6.95537e-05	-0.000260459	0.015194	-0.0525889	-0.000680113	0.00283102	0.00324788	-0.00207415	3.21023e-05	0.000796499	0.000436925	-0.000516979	-0.00108022	7.93698e-05	-2.86161e-06	-9.81003	0.00471669	0.00988168	0.00943246	5.2987e-05	0.00173563	0.00312823	0.00311064	0.00622593	0.00625422	0.00347618	0.0504093	0.100038	0.095567	0.490885	0.491585	0.490843	0.0485998	0.0487464	0.0397039	0.0980317	0.0980366	0.0980319	
1337971948.377902985	-0.000107216	0.000212759	0.000272878	-0.000107216	0.000212759	0.000272878	0.999626	-0.0262775	0.0075737	8.87569e-05	-0.000220614	0.015147	-0.0525643	-0.000822979	0.00207496	0.00215691	-0.00192913	0.00164759	0.00301136	0.000483669	-0.00042101	-0.00122021	7.2538e-05	-6.94429e-05	-9.81011	0.00436569	0.0101573	0.00969085	5.26042e-05	0.00170775	0.00323216	0.00320855	0.00642309	0.00646081	0.00342065	0.0444616	0.094456	0.0902174	0.486157	0.488539	0.487519	0.0474096	0.0476009	0.0382952	0.0979968	0.0980139	0.0980074	
1337971948.388153076	-6.43284e-05	0.000228094	0.000313887	-6.43284e-05	0.000228094	0.000313887	0.999627	-0.0262548	0.00758144	7.58472e-05	-0.000246489	0.0151618	-0.0525191	-0.000277886	0.00193007	0.00226701	-0.00286182	0.00293247	0.00415143	0.000716527	-0.000688684	-0.00140451	0.000107803	-0.00012115	-9.81016	0.00407955	0.0103337	0.00985231	5.20906e-05	0.00168285	0.00330212	0.00327399	0.00655536	0.0065994	0.00337101	0.0404672	0.0890935	0.0850678	0.479777	0.484838	0.483475	0.0460793	0.0463003	0.037017	0.0979502	0.0979865	0.0979778	
1337971948.398402929	-7.71346e-05	0.000290032	0.000256672	-7.71346e-05	0.000290032	0.000256672	0.999627	-0.026248	0.00756558	6.1221e-05	-0.000274797	0.0151293	-0.0525056	-0.000315097	0.00221631	0.00142698	-0.00254328	0.00170976	0.00594797	0.000694356	-0.00060433	-0.00118112	9.44702e-05	-7.77786e-05	-9.81023	0.0038457	0.0104138	0.00992281	5.15661e-05	0.00166128	0.00334006	0.00330897	0.00662657	0.00667407	0.00332794	0.0378846	0.0840248	0.0802175	0.471458	0.480471	0.478708	0.0446665	0.0449023	0.0358654	0.0978904	0.0979545	0.0979432	
1337971948.408529043	-0.000116084	0.000252209	0.000272442	-0.000116084	0.000252209	0.000272442	0.999626	-0.0262628	0.00758113	7.18381e-05	-0.000254611	0.015161	-0.0525351	-0.000635865	0.00167864	0.00139848	-0.000648224	0.0021445	0.00584172	0.000524442	-0.000547602	-0.00102481	2.16012e-05	-9.42597e-05	-9.81022	0.00365392	0.0104123	0.00991305	5.10764e-05	0.00164205	0.0033493	0.00331762	0.00664498	0.00669144	0.00328948	0.0362683	0.0793578	0.0757452	0.461055	0.475472	0.473261	0.0432294	0.0434625	0.03483	0.097817	0.0979183	0.097904	
1337971948.418778896	-0.000111597	0.000235695	0.000310401	-0.000111597	0.000235695	0.000310401	0.999626	-0.0262664	0.00759121	7.38187e-05	-0.000251234	0.0151812	-0.0525422	-0.00040218	0.00149999	0.00166467	-0.00191267	0.00264472	0.00325149	0.000448407	-0.000321059	-0.0012834	7.17885e-05	-0.000108262	-9.81012	0.00349601	0.0103543	0.00984662	5.05782e-05	0.00162227	0.0033368	0.0033076	0.00662564	0.00666571	0.00324984	0.0352515	0.0750793	0.0716361	0.447948	0.469601	0.466864	0.041787	0.041997	0.0338634	0.0977268	0.0978762	0.0978584	
1337971948.429028988	-0.000112017	0.000237308	0.000293078	-0.000112017	0.000237308	0.000293078	0.999626	-0.0262613	0.00758053	6.87566e-05	-0.000260717	0.0151596	-0.0525321	-0.000296238	0.00155693	0.00146615	-0.00299199	0.00229678	0.00254697	0.000329818	-8.37251e-05	-0.00120621	0.000113735	-9.34722e-05	-9.81009	0.00336208	0.010247	0.00972844	4.98615e-05	0.00160361	0.00330537	0.00328133	0.00657341	0.00660239	0.0032123	0.0345015	0.0712191	0.0679046	0.431964	0.462964	0.459646	0.0403737	0.0405465	0.0329735	0.0976203	0.0978294	0.0978076	
1337971948.43915391	-6.65909e-05	0.000304859	0.00035344	-6.65909e-05	0.000304859	0.00035344	0.999626	-0.0262617	0.00759649	4.29249e-05	-0.000313212	0.0151901	-0.0525334	0.000480086	0.00207111	0.00165373	-0.00767997	0.00136406	0.0025996	0.000376646	-0.000242331	-0.00134331	0.000294125	-5.77689e-05	-9.8101	0.0032456	0.0100959	0.00956826	4.92118e-05	0.00158676	0.00325899	0.00324054	0.00649192	0.00650945	0.00317839	0.0338017	0.0677561	0.0645584	0.413459	0.45564	0.451712	0.0390127	0.0391483	0.0321624	0.0975017	0.0977785	0.0977526	
1337971948.449404001	-4.96091e-05	0.000311232	0.000405748	-4.96091e-05	0.000311232	0.000405748	0.999626	-0.0262592	0.00761267	4.17063e-05	-0.000316461	0.0152224	-0.0525284	0.000611804	0.00219327	0.00171899	-0.00806855	0.000192125	0.00352088	0.000170276	-0.000436075	-0.00130996	0.00030852	-1.45855e-05	-9.81014	0.00314309	0.00992499	0.00939137	4.86532e-05	0.00157389	0.00320644	0.00319281	0.00639638	0.00640428	0.00315238	0.0330855	0.0647037	0.0616226	0.392703	0.447493	0.442925	0.037711	0.0378161	0.0314092	0.0973746	0.0977228	0.0976927	
1337971948.459528923	-5.15962e-05	0.00030654	0.000377659	-5.15962e-05	0.00030654	0.000377659	0.999626	-0.0262514	0.00759802	5.54381e-05	-0.000288115	0.0151939	-0.0525125	0.000538002	0.00193789	0.00111512	-0.00795144	0.000185537	0.00666741	7.37562e-05	-0.00055379	-0.00126694	0.000302176	-2.06927e-05	-9.81026	0.00304913	0.00973027	0.00919909	4.80821e-05	0.00156229	0.00314801	0.00313676	0.00628412	0.00628747	0.00312891	0.0322349	0.0620011	0.0590533	0.370617	0.438707	0.433487	0.0364825	0.0365708	0.0307163	0.0972465	0.0976639	0.0976296	
1337971948.469779968	-5.54246e-05	0.000289743	0.000348811	-5.54246e-05	0.000289743	0.000348811	0.999627	-0.0262512	0.0075888	6.41143e-05	-0.000270281	0.0151759	-0.052512	0.000482117	0.0016312	0.000634123	-0.00760684	0.00118244	0.00880273	3.1683e-05	-0.0005961	-0.00113066	0.000287687	-6.33281e-05	-9.81034	0.00296066	0.00952833	0.00900472	4.75775e-05	0.00155283	0.00308823	0.00307759	0.00616548	0.0061681	0.00310974	0.0312941	0.0596424	0.0568291	0.347835	0.42917	0.423294	0.035321	0.035401	0.0300641	0.0971219	0.0976012	0.097563	
1337971948.480029106	-5.91053e-05	0.000243528	0.000326207	-5.91053e-05	0.000243528	0.000326207	0.999626	-0.0262574	0.00758993	8.27984e-05	-0.000233076	0.0151791	-0.0525242	0.000405076	0.00101545	0.000445795	-0.00632509	0.00383437	0.00757678	3.85889e-05	-0.000391786	-0.00092114	0.000239123	-0.00016278	-9.81029	0.00287567	0.00931946	0.00880807	4.71632e-05	0.00154408	0.0030272	0.00301561	0.00604114	0.00604632	0.003092	0.0302417	0.0575689	0.0548869	0.325164	0.419012	0.412502	0.034233	0.0343112	0.0294526	0.0970056	0.0975359	0.0974942	
1337971948.490154028	-6.53209e-05	0.000205033	0.000316128	-6.53209e-05	0.000205033	0.000316128	0.999626	-0.0262746	0.00758533	9.45253e-05	-0.000209648	0.0151705	-0.0525584	0.000190276	0.00059166	0.000187422	-0.00462476	0.00505179	0.00729973	-2.90733e-05	-0.000336078	-0.000955387	0.000173863	-0.000209001	-9.81027	0.00279358	0.00910639	0.00861029	4.67471e-05	0.00153574	0.00296513	0.00295164	0.00591274	0.00592253	0.00307511	0.0291009	0.0557381	0.0531739	0.303391	0.408416	0.401309	0.0332238	0.0333035	0.0288836	0.0969011	0.0974694	0.0974247	
1337971948.500403881	-5.55645e-05	0.000201059	0.000313069	-5.55645e-05	0.000201059	0.000313069	0.999626	-0.0262788	0.00757831	8.90348e-05	-0.000220321	0.0151562	-0.0525669	0.000232673	0.0003217	-0.000130846	-0.00416376	0.00640713	0.00870345	2.20305e-05	-0.000370568	-0.00101933	0.000155328	-0.000263935	-9.81032	0.00271352	0.00889956	0.00842086	4.63338e-05	0.00152925	0.0029055	0.00288921	0.00578742	0.00580366	0.00306194	0.0279466	0.0541488	0.0516867	0.282766	0.397289	0.389622	0.0322809	0.0323648	0.0283434	0.0968088	0.0974014	0.0973541	
