## 2012-May-25 12:11:25 

## disp-2d = 0 
## disp-3d = 0 
## disp-osg = 0 
## num-views = 1 
## render-all = 0 
## replay = 1 
## dump = 0 
## rand-seed = 1338725505 
## pause = 0 
## verbose = 5 
## map = 1 
## robot = 0 
## camera = 1 
## trigger = 0 
## gps = 0 
## simu = 0 
## export = 0 
## freq = 120 
## shutter = 0 
## heading = 0 
## data-path = /mnt/ssd/AR/rt-slam.data/captures/runDump 
## config-setup = /mnt/ssd/AR/rt-slam.data/captures/runDump/../setup.cfg 
## config-estimation = /mnt/ssd/AR/rt-slam.data/captures/runDump/../estimation.cfg 
## log = rtslam.log 
## model =  

## Robot 1 
# 1:time	
# 2:absx	3:absy	4:absz	
# 5:x	6:y	7:z	
# 8:qw	9:qx	10:qy	11:qz	
# 12:yaw	13:pitch	14:roll	
# 15:vx	16:vy	17:vz	
# 18:vyaw	19:vpitch	20:vroll	
# 21:sig_x	22:sig_y	23:sig_z	
# 24:sig_qw	25:sig_qx	26:sig_qy	27:sig_qz	
# 28:sig_yaw	29:sig_pitch	30:sig_roll	
# 31:sig_vx	32:sig_vy	33:sig_vz	
# 34:sig_vyaw	35:sig_vpitch	36:sig_vroll	
#time	absx	absy	absz	x	y	z	qw	qx	qy	qz	yaw	pitch	roll	vx	vy	vz	vyaw	vpitch	vroll	sig_x	sig_y	sig_z	sig_qw	sig_qx	sig_qy	sig_qz	sig_yaw	sig_pitch	sig_roll	sig_vx	sig_vy	sig_vz	sig_vyaw	sig_vpitch	sig_vroll	
1337971948.265651941	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	
1337971948.275901079	3.35347e-05	7.71404e-06	-7.80172e-05	3.35347e-05	7.71404e-06	-7.80172e-05	1	3.25711e-05	3.07462e-05	-4.44293e-05	-8.88567e-05	6.14953e-05	6.51395e-05	0.00327195	0.000752653	-0.00761208	-0.00866987	0.00599976	0.00635588	0.00399956	0.00440325	0.00427679	0	0.00175553	0.00162288	0.00150364	0.00300729	0.00324576	0.00351107	0.439635	0.474943	0.463812	0.356498	0.375881	0.397935	
1337971948.286151886	1.85492e-05	9.28697e-05	-0.000104374	1.85492e-05	9.28697e-05	-0.000104374	1	6.9864e-05	4.10529e-05	-7.80705e-05	-0.000156135	8.21168e-05	0.000139722	0.000433519	0.00513113	-0.00476322	-0.00685915	0.00374125	0.00701056	0.00514789	0.00851869	0.00821409	3.25954e-07	0.00206306	0.00292639	0.0027159	0.00543181	0.00585279	0.00412613	0.340972	0.485141	0.472056	0.35056	0.366849	0.302673	
1337971948.296277046	-5.06524e-05	0.000280953	-0.000131163	-5.06524e-05	0.000280953	-0.000131163	1	7.23174e-05	4.10813e-05	-0.00015092	-0.000301834	8.21844e-05	0.000144622	-0.00371104	0.00932684	-0.00420106	-0.0108906	0.00313694	0.00454063	0.00512288	0.011901	0.0114268	5.0887e-07	0.00198086	0.00400491	0.00374871	0.00749744	0.00800983	0.00396174	0.297105	0.476652	0.465181	0.346709	0.356678	0.271766	
1337971948.306526899	-7.23324e-05	0.000493897	-0.000110193	-7.23324e-05	0.000493897	-0.000110193	1	7.49923e-05	4.897e-05	-0.000214415	-0.000428823	9.79722e-05	0.000149964	-0.00373277	0.0134269	-0.00139811	-0.0100825	0.00153027	0.00316497	0.00491571	0.0141778	0.0135176	9.411e-07	0.00187793	0.00472342	0.00444487	0.00888977	0.00944686	0.00375594	0.283484	0.454134	0.440298	0.332599	0.342729	0.263914	
1337971948.316776991	-6.96481e-05	0.000597532	-2.68932e-05	-6.96481e-05	0.000597532	-2.68932e-05	1	5.68754e-05	6.75826e-05	-0.000239014	-0.000478021	0.000135192	0.000113719	-0.00253042	0.0129934	0.00177918	-0.00795169	0.000840349	-0.000265091	0.00473758	0.0153044	0.0144925	1.27855e-06	0.00180831	0.00506733	0.00478749	0.00957503	0.0101347	0.00361678	0.279891	0.426316	0.411433	0.316891	0.326785	0.261989	
1337971948.326901913	-2.19859e-05	0.000684933	0.00015582	-2.19859e-05	0.000684933	0.00015582	1	6.15377e-05	0.000124512	-0.000260247	-0.000520478	0.000249057	0.000123011	0.000103868	0.0123683	0.00536008	-0.00695411	0.00278138	0.00069438	0.00460589	0.0156127	0.0146957	1.39587e-06	0.00176714	0.00514507	0.00488072	0.00976156	0.0102902	0.00353459	0.278224	0.401877	0.387562	0.303811	0.312577	0.260819	
1337971948.337152004	2.95801e-05	0.000732628	0.000242329	2.95801e-05	0.000732628	0.000242329	1	5.29545e-05	0.000155251	-0.000281262	-0.000562507	0.000310531	0.000105822	0.00213306	0.00992438	0.00549207	-0.00747474	0.00393509	-0.000941361	0.00452464	0.0155375	0.0145027	1.59255e-06	0.00174847	0.00508372	0.00485844	0.00971704	0.0101675	0.00349734	0.277529	0.385184	0.371373	0.295799	0.303195	0.2606	
1337971948.347278118	1.23084e-05	0.000577754	0.000159171	1.23084e-05	0.000577754	0.000159171	1	4.98091e-05	0.000127825	-0.000234194	-0.000468375	0.000255672	9.95583e-05	0.000568918	0.00515858	0.00256784	-0.00379371	0.00257045	-0.0014222	0.00446872	0.0152637	0.014097	1.75898e-06	0.00173781	0.00494774	0.00477693	0.00955397	0.00989551	0.00347594	0.276794	0.374694	0.36105	0.290347	0.296781	0.260061	
1337971948.357527971	1.23286e-05	0.000629199	0.000151648	1.23286e-05	0.000629199	0.000151648	1	5.70231e-05	0.000114912	-0.000242212	-0.00048441	0.000229851	0.00011399	0.000515215	0.00577627	0.00261514	-0.00242507	0.000475516	0.000478662	0.00442703	0.014876	0.0136516	1.36519e-06	0.00172969	0.00479559	0.00465834	0.00931679	0.00959122	0.00345965	0.276638	0.368592	0.355833	0.287586	0.293903	0.260092	
